subj,trial,condition,target,respond,error,trial_duration,fb,fb_true,fb_offset,fb_time,conf
Test_08,174,3,-147.80230999999995,204.9266,-57.12429000000006,22.075,0.0,174.2705,-174.2705,7.825,0.7249971
Test_08,175,1,52.417199999999994,-139.91822,-87.50102,19.691666666666666,-25.60419,14.81985,-40.42404,4.641666666666667,0.6719978
Test_08,176,2,254.45909000000003,-240.23883,14.220260000000025,41.40833333333333,-20.68098,147.8838,-168.56478,21.683333333333334,0.9469942
Test_08,177,2,247.30145999999996,-271.0061463,-23.70468630000005,34.15833333333333,-18.81353,0.9562911,-19.7698211,10.116666666666667,0.4370008
Test_08,178,1,-42.75865000000001,83.67684000000001,-40.91819,20.15,2.60171,182.4578,-179.85609,3.9166666666666665,0.6069986
Test_08,179,3,227.3403,-267.84846,-40.508159999999975,33.09166666666667,0.0,18.55616,-18.55616,10.941666666666666,0.7079973
Test_08,180,1,-119.37456000000003,222.06750000000005,-102.69294000000002,23.333333333333332,87.99844,181.8376,-93.83916,6.691666666666666,0.6319983
Test_08,181,1,-256.4578,325.9839999999999,-69.5261999999999,35.791666666666664,-26.12632,60.27714,-86.40346,11.958333333333334,0.6669978
Test_08,182,1,-148.14126,216.93372000000002,-68.79246000000003,23.075,4.958615,294.8212,-289.86258499999997,8.433333333333334,0.6309983
Test_08,183,1,-150.1517,189.57434000000003,-39.42264000000003,28.916666666666668,2.495202,150.813,-148.31779799999998,8.175,0.657998
Test_08,184,1,-166.43094999999994,218.47304000000003,-52.04209000000009,27.45,-61.35543,341.9403,-403.29573,8.35,0.4430007
Test_08,185,1,53.796100000000024,-137.93241999999998,-84.13631999999996,23.783333333333335,-54.40253,193.4995,-247.90203000000002,5.108333333333333,0.7589967
Test_08,186,2,104.20980000000003,-143.477969,-39.26816899999997,21.433333333333334,27.44923,329.0866,-301.63737,7.141666666666667,0.654998
Test_08,187,2,84.42050000000003,-127.36090000000002,-42.94039999999998,30.4,12.02087,140.4863,-128.46543,6.683333333333334,0.6969975
Test_08,188,1,327.8532,-310.1119,17.741300000000024,29.575,-18.0734,289.5839,-307.6573,13.258333333333333,0.6799977
Test_08,189,1,-75.02959999999999,119.1448,-44.115200000000016,15.933333333333334,-4.790883,165.3216,-170.112483,5.116666666666666,0.6819977
Test_08,190,1,210.47939999999994,-232.18159999999997,-21.702200000000033,29.991666666666667,-33.73006,355.896,-389.62606,9.741666666666667,0.7259971
Test_08,191,0,-229.82404999999997,276.44342,-46.61937000000003,25.241666666666667,0.0,186.7027,-186.7027,25.241666666666667,0.5369995
Test_08,192,0,-315.41179999999997,343.63990000000007,-28.228100000000097,31.408333333333335,0.0,33.91177,-33.91177,31.408333333333335,0.1850031
Test_08,193,0,-19.02430000000004,62.11510000000004,-43.0908,15.466666666666667,0.0,235.6438,-235.6438,15.466666666666667,1.0
Test_08,194,0,-231.67438000000004,316.15462,-84.48023999999998,26.05,0.0,64.46451,-64.46451,26.05,0.6409982
Test_08,195,0,72.88999999999999,-155.13449999999992,-82.24449999999993,18.741666666666667,0.0,306.4481,-306.4481,18.741666666666667,0.8979949
Test_08,196,0,29.587669999999946,-86.41679999999994,-56.82912999999999,14.175,0.0,76.44202,-76.44202,14.175,0.8209959
Test_08,197,0,136.59230000000002,-190.86860000000001,-54.27629999999999,21.125,0.0,235.7807,-235.7807,21.125,0.808996
Test_08,198,0,-53.558299999999974,110.06549999999999,-56.50720000000001,16.775,0.0,38.23505,-38.23505,16.775,0.7849963
