subj,trial,condition,target,fb_true,respond,error,trial_duration,fb_time,fb,conf,fb_offset,viewAmount
Test_10,191,noFB,-37.1903,127.5974,97.0856,59.8953,19.95833333,19.95833333,0,0.5489994,-127.5974,0
Test_10,192,noFB,-70.2473,337.2416,92.989,22.7417,31.30833333,31.30833333,0,0.6459981,-337.2416,0
Test_10,193,noFB,-154.1554,189.4334,194.6223,40.4669,27.64166667,27.64166667,0,0.6949975,-189.4334,0
Test_10,194,noFB,-76.6115,33.37637,109.9964,33.3849,28.1,28.1,0,0.6729978,-33.37637,0
Test_10,195,noFB,207.4136,236.5835,-210.7833,3.3697,29.14166667,29.14166667,0,0.578999,-236.5835,0
Test_10,196,noFB,-285.05882,62.86018,269.87982,-15.179,40.48333333,40.48333333,0,0.5959988,-62.86018,0
Test_10,197,noFB,183.1962,210.5186,-183.3991,0.2029,23.61666667,23.61666667,0,0.6209984,-210.5186,0
Test_10,198,noFB,-114.136,40.98005,161.1141,46.9781,22.03333333,22.03333333,0,0.654998,-40.98005,0
Test_10,199,noFB,-176.0106,249.7476,179.2505,3.2399,23.15,23.15,0,0.6439981,-249.7476,0
Test_10,200,noFB,24.4155,75.92268,-63.1374,38.7219,18.88333333,18.88333333,0,0.7129973,-75.92268,0
Test_13,1,noFB,-621.62723,80.79612,109.5883,-512.03893,137.2699167,137.2699167,0,0.3570018,-80.79612,0
Test_13,2,noFB,-78.7534,24.77084,104.9265,26.1731,83.39516667,83.39516667,0,0.5,-24.77084,0
Test_13,3,noFB,-68.9416,219.9824,72.0433,3.1017,39.54416667,39.54416667,0,0.6239984,-219.9824,0
Test_13,4,noFB,-278.70599,35.01611,225.85839,-52.8476,71.7975,71.7975,0,0.5,-35.01611,0
Test_13,5,noFB,-283.9942,152.6668,254.6161,-29.3781,78.02916667,78.02916667,0,0.5,-152.6668,0
Test_13,6,noFB,238.63739,299.2052,-203.17386,-35.46353,72.84083333,72.84083333,0,0.7129973,-299.2052,0
Test_13,7,noFB,228.3185,178.4003,-178.8713,-49.4472,89.305,89.305,0,0.5,-178.4003,0
Test_13,8,noFB,59.82234,53.58659,-89.8429,30.02056,46.6525,46.6525,0,0.5,-53.58659,0
Test_13,9,noFB,-45.7917,209.77,52.7416,6.9499,33.60833333,33.60833333,0,0.5,-209.77,0
Test_13,10,noFB,171.6385,38.18809,-187.288,15.6495,82.325,82.325,0,0.5,-38.18809,0
Test_13,11,FB,190.5835,209.7691,-132.0634,-58.5201,60.17083333,38.06166667,23.39964,0.5,-186.36946,0
Test_13,12,FB,-286.94801,76.12805,373.4248,86.47679,155.5891667,42.86416667,-16.74987,0.6699978,-92.87792,0
Test_13,13,FB,285.15961,329.9989,-284.97832,-0.18129,101.4358333,47.21666667,28.86869,0.8250023,-301.13021,0
Test_13,14,FB,-301.19536,164.1817,313.19868,12.00332,117.3325,50.97666667,0,0.5839989,-164.1817,0
Test_13,15,FB,166.67652,352.9171,-140.6947,-25.98182,61.46166667,34.16083333,35.87418,0.6329983,-317.04292,0
Test_13,16,FB,-185.5889,185.8099,160.04707,-25.54183,83.96333333,40.38166667,0,0.5609992,-185.8099,0
Test_13,17,FB,137.54205,358.6764,-152.24421,14.70216,80.06666667,38.97333333,-29.46986,0.6479981,-388.14626,0
Test_13,18,FB,189.39288,171.4445,-253.29452,63.90164,107.645,37.95833333,-33.87073,0.6069986,-205.31523,0
Test_13,19,FB,-273.41304,324.0175,230.69996,-42.71308,98.6625,42.9575,-23.48311,0.5139998,-347.50061,0
Test_13,20,FB,75.71882,101.5004,-130.42541,54.70659,70.485,20.60416667,81.40347,0.4560006,-20.09693,0
Test_13,21,FB,-332.93519,304.8855,301.47641,-31.45878,135.0433333,60.545,21.73666,0.9390008,-283.14884,0
Test_13,22,FB,-98.1868,74.25673,104.2118,6.025,45.54333333,14.63333333,11.66415,0.6299983,-62.59258,0
Test_13,23,FB,51.09383,262.8127,-86.8589,35.76507,45.5375,13.15916667,27.08801,0.6099986,-235.72469,0
Test_13,24,FB,-122.4667,53.64439,118.8263,-3.6404,75.34,28.23916667,28.52026,0.5,-25.12413,0
Test_13,25,FB,-1.8899,233.9339,19.3269,17.437,17.77583333,3.0625,17.50376,0.5,-216.43014,0
Test_13,26,FB,-139.9081,64.8855,147.1471,7.239,63.04166667,19.64416667,-18.46442,0.161003,-83.34992,0
Test_13,27,FB,355.6449,257.0157,-352.6159,-3.029,114.1383333,54.0725,64.77062,0.4180011,-192.24508,0
Test_13,28,FB,-46.82328,115.6134,52.72628,5.903,27.68,11.58416667,0,0.5989987,-115.6134,0
Test_13,29,FB,-264.24135,290.6447,191.8298,-72.41155,77.46666667,36.66416667,-8.379975,0.5859989,-299.024675,0
Test_13,30,FB,234.3828,60.55254,-298.8945,64.5117,124.1716667,44.4275,-36.78796,0.6319983,-97.3405,0
Test_13,31,FB,-279.32946,199.2487,280.37332,1.04386,103.4808333,38.69666667,82.38174,0.6719978,-116.86696,0
Test_13,32,FB,-78.283,7.52512,81.6612,3.3782,50.25833333,17.50083333,-48.25062,0.6319983,-55.77574,0
Test_13,33,FB,149.86101,220.7224,-206.5662,56.70519,72.93333333,24.54083333,57.81237,0.5,-162.91003,0
Test_13,34,FB,293.7933,351.059,-393.2941,99.5008,125.3583333,43.92,-61.54698,0.6109986,-412.60598,0
Test_13,35,FB,241.67926,97.6562,-283.87395,42.19469,92.65,37.4,66.24529,0.652998,-31.41091,0
Test_13,36,FB,-18.8555,260.4659,46.1585,27.303,25.175,6.866666667,0,0.6119986,-260.4659,0
Test_13,37,FB,3.8268,134.9375,-15.4779,11.6511,22.39166667,6.775,-0.7603855,0.6179985,-135.6978855,0
Test_13,38,FB,19.4414,309.2451,-66.6678,47.2264,26.925,11.4,-0.9072913,0.6409982,-310.1523913,0
Test_13,39,FB,338.0435,112.3423,-353.3732,15.3297,93.93333333,33.05,9.444969,0.6659979,-102.897331,0
Test_13,40,FB,207.7584,293.1046,-209.2531,1.4947,68.39166667,27.76666667,34.57497,0.5899988,-258.52963,0
Test_13,41,FB,-42.9205,173.9331,100.9187,57.9982,37.93333333,9.725,19.81738,0.651998,-154.11572,0
Test_13,42,FB,-336.1673,26.73631,323.4553,-12.712,81.53333333,34.25,-5.56077,0.5899988,-32.29708,0
Test_13,43,FB,17.6519,190.1311,-47.1656,29.5137,34.44166667,5.566666667,-37.03664,0.577999,-227.16774,0
Test_13,44,FB,-55.7804,338.9678,91.9202,36.1398,40.38333333,9.066666667,7.614541,0.576999,-331.353259,0
Test_13,45,FB,-333.5694,187.8626,361.3004,27.731,89.675,35.81666667,0,0.4730003,-187.8626,0
Test_13,46,FB,301.0231,353.4922,-284.5575,-16.4656,78.425,41.78333333,7.781445,0.5,-345.710755,0
Test_13,47,FB,243.0991,194.1649,-294.7677,51.6686,88.09166667,31.93333333,5.156955,0.5959988,-189.007945,0
Test_13,48,FB,134.75256,357.5623,-144.40427,9.65171,44.58333333,23.53333333,44.82822,0.6479981,-312.73408,0
Test_13,49,FB,-65.4384,175.5039,128.7305,63.2921,49.9,16.21666667,15.71893,0.6069986,-159.78497,0
Test_13,50,FB,-230.66819,15.71837,238.07371,7.40552,78.575,29.275,-50.6698,0.4870002,-66.38817,0
Test_13,51,FB,-135.6916,177.3412,171.70333,36.01173,57.73333333,18.61666667,-34.6539,0.3620018,-211.9951,0
Test_13,52,FB,283.4392,343.5731,-336.9847,53.5455,104.0166667,35.35833333,9.303031,0.5999987,-334.270069,0
Test_13,53,FB,-241.256,117.3191,282.8197,41.5637,87.09166667,31.5,51.76628,0.5039999,-65.55282,0
Test_13,54,FB,180.68408,3.251595,-261.37827,80.69419,72.84166667,21.85,0,0.7149972,-3.251595,0
Test_13,55,FB,-304.6198,115.6162,345.8433,41.2235,106.8166667,40.44166667,-7.098193,0.658998,-122.714393,0
Test_13,56,FB,288.7856,1.228997,-324.2925,35.5069,77.9,31.85,23.88166,0.6689978,22.652663,0
Test_13,57,FB,201.72288,155.8438,-221.98361,20.26073,58.53333333,24.95,-30.47036,0.7199972,-186.31416,0
Test_13,58,FB,-141.4014,350.1364,173.1426,31.7412,46.95833333,20.225,-10.72393,0.3190023,-360.86033,0
Test_13,59,FB,2.7551,190.6325,-21.185,18.4299,22.49166667,0.833333333,10.00025,0.5119998,-180.63225,0
Test_13,60,FB,-54.7262,5.486257,118.7805,64.0543,44.49166667,9.266666667,42.93679,0.5439994,37.450533,0
Test_13,61,FB,48.092509,270.6422,-114.49197,66.399461,34.06666667,11.28333333,1.344818,0.5,-269.297382,0
Test_13,62,FB,268.236,54.40195,-281.9174,13.6814,74.20833333,32.40833333,2.512797,0.4620005,-51.889153,0
Test_13,63,FB,83.344542,256.1337,-88.91529,5.570748,34.35,17.5,23.45817,0.4430007,-232.67553,0
Test_13,64,FB,-235.08192,100.9791,290.89054,55.80862,91.79166667,31.38333333,-31.95755,0.5,-132.93665,0
Test_13,65,FB,-55.03231,340.378,74.991217,19.958907,30.81666667,11.025,14.30196,0.3670017,-326.07604,0
Test_13,66,FB,-200.30806,171.3174,162.19492,-38.11314,45.33333333,26.55833333,-45.29762,0.5879989,-216.61502,0
Test_13,67,FB,-176.60794,329.9555,184.40155,7.79361,48.86666667,22.66666667,-15.43202,0.4150011,-345.38752,0
Test_13,68,FB,-0.40823,141.8225,-8.48882,8.89705,79.93333333,79.93333333,8.708028,0,-133.114472,0
Test_13,69,FB,317.647948,319.5148,-329.25656,11.608612,67.91666667,34.05,-13.43651,0.6129985,-332.95131,0
Test_13,70,FB,349.07703,146.9241,-289.13597,-59.94106,76.05,42.00833333,-19.68543,0.5,-166.60953,0
Test_13,71,FB,-293.0576,56.78276,402.2962,109.2386,121.2583333,32.20833333,-5.594577,0.3640018,-62.377337,0
Test_13,72,FB,59.1867,338.9738,-90.7108,31.5241,36.84166667,14.08333333,0,0.3110024,-338.9738,0
Test_13,73,FB,0,122.369,-29.4289,-29.4289,69.49166667,0.558333333,-2.849183,0.05500285,-125.218183,0
Test_13,74,FB,171.66765,313.1099,-206.28365,34.616,54.3,24.54166667,1.352726,0.3350021,-311.757174,0
Test_13,75,FB,58.1003,124.3966,-93.066,34.9657,47.25833333,18.8,42.74634,0.503,-81.65026,0
Test_13,76,FB,-211.6629,261.1334,325.9574,114.2945,76.78333333,22.28333333,-4.074551,0.3700017,-265.207951,0
Test_13,77,FB,182.9668,219.7241,-216.1489,33.1821,62.80833333,28.70833333,44.26105,0.5149998,-175.46305,0
Test_13,78,FB,260.3369,18.63301,-336.8838,76.5469,83.44166667,30.975,-3.609792,0.5,-22.242802,0
Test_13,79,FB,222.9815,177.5122,-247.1703,24.1888,54.01666667,22.16666667,-9.881305,0.5949988,-187.393505,0
Test_13,80,FB,-40.7843,12.19932,90.66777,49.88347,66.23333333,30.65833333,7.910881,0.4790003,-4.288439,0
Test_13,81,FB,-82.69376,291.3192,73.3643,-9.32946,34.3,12.10833333,35.52377,0.6279984,-255.79543,0
Test_13,82,FB,249.6454,80.49825,-262.8093,13.1639,66.14166667,24.86666667,-6.182947,0.6249984,-86.681197,0
Test_13,83,FB,0,244.4132,14.826498,-14.826498,52.08333333,0.091666667,20.93065,0.3230087,-223.48255,0
Test_13,84,FB,-149.32307,80.0454,189.34529,40.02222,66.775,26.43333333,-20.64895,0.5,-100.69435,0
Test_13,85,FB,175.782,317.7014,-249.1906,73.4086,73.53333333,31.94166667,6.341832,0.4060012,-311.359568,0
Test_13,86,FB,-257.177432,97.04497,341.07886,83.901428,92.5,31.8,-35.38771,0.5999987,-132.43268,0
Test_13,87,FB,-183.48787,329.9324,247.1006,63.61273,74.375,22.925,-44.30658,0.2750029,-374.23898,0
Test_13,88,FB,284.77637,202.9195,-374.69538,89.91901,93.98333333,34.8,19.51982,0.3340021,-183.39968,0
Test_13,89,FB,-98.3572,302.3004,185.2377,86.8805,50.79166667,14.41666667,17.71703,0.4720004,-284.58337,0
Test_13,90,FB,350.2401,213.249,-460.13503,109.89493,91.225,30.80833333,0,0.3930014,-213.249,0
Test_13,91,FB,-188.14951,316.5924,173.36,-14.78951,60.10833333,32.44166667,-0.9359589,0.657998,-317.5283589,0
Test_13,92,FB,-154.94122,169.2071,179.69545,24.75423,72.05,24.18333333,29.13844,0.3260022,-140.06866,0
Test_13,93,FB,-34.65524,5.978748,58.83406,24.17882,22.04166667,8.85,0,0.5,-5.978748,0
Test_13,94,FB,-244.2687,204.0865,296.2852,52.0165,70.84166667,26.66666667,-33.08935,0.5209997,-237.17585,0
Test_13,95,FB,261.77464,37.38341,-341.10146,79.32682,80.85,26.43333333,-12.92334,0.3039996,-50.30675,0
Test_13,96,FB,-253.8047,204.6561,278.238,24.4333,51.96666667,23.95833333,-22.2324,0.5949988,-226.8885,0
Test_13,97,FB,-332.5886,33.16675,325.4331,-7.1555,61.31666667,31.98333333,-15.23233,0.5889989,-48.39908,0
Test_13,98,FB,52.6585,198.5809,-136.46225,83.80375,28.4,7.325,-41.14578,0.5139998,-239.72668,0
Test_13,99,FB,-303.00427,316.2668,328.76301,25.75874,52.375,18.66666667,16.31878,0.3610018,-299.94802,0
Test_13,100,FB,156.95074,131.1965,-191.17142,34.22068,38.55,16.68333333,0,0.5,-131.1965,0
Test_13,101,FB,-20.1695,145.3792,101.4505,81.281,28.325,4.175,-41.24802,0.5859989,-186.62722,0
Test_13,102,FB,-97.1331,14.5848,129.0956,31.9625,36.46666667,13.70833333,7.511707,0.5059999,-7.073093,0
Test_13,103,FB,207.85,173.4462,-290.9048,83.0548,46.8,14.925,-23.39968,0.5829989,-196.84588,0
Test_13,104,FB,247.1599,289.2852,-337.9831,90.8232,74.925,22.76666667,-12.65769,0.6219984,-301.94289,0
Test_13,105,FB,130.913,79.29504,-198.47816,67.56516,46.04166667,16.48333333,13.22636,0.6099986,-66.06868,0
Test_13,106,FB,-334.13549,157.673,418.59606,84.46057,89.26666667,29.6,25.55662,0.6059986,-132.11638,0
Test_13,107,FB,210.8812,43.55656,-298.34006,87.45886,56.46666667,19.4,0,0.5,-43.55656,0
Test_13,108,FB,4.97892,174.1495,-11.21875,6.23983,23.98333333,7.7,-29.46993,0.573999,-203.61943,0
Test_13,109,FB,208.28761,353.1883,-238.19789,29.91028,49.00833333,21.20833333,24.91943,0.7649966,-328.26887,0
Test_13,110,FB,212.7279,200.6377,-252.34007,39.61217,84.60833333,26.85833333,-91.85609,0.5,-292.49379,0
Test_13,111,FB,-181.9355,11.01935,205.4645,23.529,54.69166667,24.43333333,-45.44635,0.6079986,-56.4657,0
Test_13,112,FB,264.37968,210.137,-345.23598,80.8563,78.06666667,26.66666667,-6.180485,0.5,-216.317485,0
Test_13,113,FB,356.5496,345.121,-396.0389,39.4893,61.59166667,22.49166667,-6.252297,0.580999,-351.373297,0
Test_13,114,FB,355.1537,211.0321,-403.4745,48.3208,68.9,26.725,18.6687,0.5,-192.3634,0
Test_13,115,FB,-187.0809,36.1322,213.677,26.5961,51.96666667,19.86666667,30.4895,0.7009974,-5.6427,0
Test_13,116,FB,227.83844,268.4545,-322.83446,94.99602,69.75,22.76666667,37.59154,0.5959988,-230.86296,0
Test_13,117,FB,-161.0086,14.95176,168.5963,7.5877,39.10833333,16.76666667,-39.2546,0.5999987,-54.20636,0
Test_13,118,FB,145.1937,196.5624,-200.55796,55.36426,38.825,17.225,-13.53978,0.6029987,-210.10218,0
Test_13,119,FB,-205.66045,339.9711,257.0673,51.40685,64.775,24.15833333,12.03557,0.5889989,-327.93553,0
Test_13,120,FB,-227.07064,201.2408,296.24665,69.17601,57.33333333,19.26666667,25.33442,0.5409995,-175.90638,0
Test_13,121,FB,-107.24985,357.0958,138.5456,31.29575,35,15.60833333,3.022553,0.5149998,-354.073247,0
Test_13,122,FB,-214.0707,208.6423,278.9447,64.874,50.76666667,19.81666667,-9.408714,0.6799977,-218.051014,0
Test_13,123,FB,-230.237,56.3686,224.0419,-6.1951,78.59166667,32.31666667,11.55136,0.6099986,-44.81724,0
Test_13,124,FB,248.48165,246.4034,-350.0642,101.58255,83.04166667,26.03333333,0,0.6459981,-246.4034,0
Test_13,125,FB,-168.41617,354.4711,229.4978,61.08163,51.23333333,18.80833333,0,0.5129998,-354.4711,0
Test_13,126,FB,175.6228,225.9079,-256.11965,80.49685,65.10833333,22.96666667,-30.9867,0.5969988,-256.8946,0
Test_13,127,FB,-62.30749,343.5911,99.35095,37.04346,27.75,11.35,-28.07379,0.6049986,-371.66489,0
Test_13,128,FB,-121.21583,186.764,169.8246,48.60877,37.99166667,13.25,21.18324,0.8560019,-165.58076,0
Test_13,129,FB,142.8167,32.40765,-203.69122,60.87452,54.675,18.75833333,-35.13897,0.502,-67.54662,0
Test_13,130,FB,-163.69785,162.3911,225.9121,62.21425,50.175,21.49166667,0,0.6059986,-162.3911,0
Test_13,131,FB,-212.4518,40.11461,235.4302,22.9784,62.525,26.95,21.4868,0.658998,-18.62781,0
Test_13,132,FB,354.7895,218.4758,-380.6485,25.859,87.31666667,35.08333333,-48.73967,0.5579993,-267.21547,0
Test_13,133,FB,-77.06311,57.8939,132.04727,54.98416,51.775,13.46666667,-17.59763,0.6079986,-75.49153,0
Test_13,134,FB,120.5437,267.4852,-210.584,90.0403,59.28333333,12.26666667,-2.434005,0.5819989,-269.919205,0
Test_13,135,FB,-116.6953,39.32487,161.193483,44.498183,51.725,20.7,-15.49843,0.6039987,-54.8233,0
Test_13,136,FB,-326.5041,256.1151,383.4897,56.9856,72.05,29.16666667,1.985362,0.6089986,-254.129738,0
Test_13,137,FB,-220.1509,100.256,207.0244,-13.1265,58.99166667,27.21666667,-16.72815,0.6889976,-116.98415,0
Test_13,138,FB,-190.3655,273.673,225.8704,35.5049,48.68333333,19.4,-13.18752,0.5879989,-286.86052,0
Test_13,139,FB,-266.3121,122.926,308.3456,42.0335,70.10833333,26.48333333,7.524454,0.6019987,-115.401546,0
Test_13,140,FB,-257.7965,335.4412,288.3562,30.5597,58.89166667,24.43333333,21.04255,0.5859989,-314.39865,0
Test_13,141,FB,-263.2986,162.1962,281.6349,18.3363,55.375,25.1,28.72881,0.5959988,-133.46739,0
Test_13,142,FB,262.3905,352.9614,-317.6473,55.2568,68.90833333,25.19166667,-19.16953,0.5,-372.13093,0
Test_13,143,FB,-320.7228,141.4234,356.4805,35.7577,87.10833333,31.85833333,7.261665,0.5989987,-134.161735,0
Test_13,144,FB,56.7677,329.9728,-67.8181,11.0504,30.275,8.108333333,17.98675,0.5879989,-311.98605,0
Test_13,145,FB,-160.02998,143.4574,180.69592,20.66594,40.55833333,17.525,0,0.4770003,-143.4574,0
Test_13,146,FB,101.8818,309.7673,-149.0231,47.1413,45.86666667,21.125,5.810245,0.7839963,-303.957055,0
Test_13,147,FB,-157.29279,101.9799,158.37795,1.08516,41.58333333,18.15833333,2.280372,0.6099986,-99.699528,0
Test_13,148,FB,-270.1242,265.9466,260.3433,-9.7809,52.15,24.95833333,-27.73567,0.5979987,-293.68227,0
Test_13,149,FB,11.5428,62.14645,-61.2575,49.7147,21.35833333,4.008333333,0,0.6009987,-62.14645,0
Test_13,150,FB,170.2549,205.0796,-232.05269,61.79779,57.15833333,22.91666667,13.66064,0.5919988,-191.41896,0
Test_13,151,FB,-69.403882,346.3741,125.3632409,55.9593589,39.71666667,10.3,-16.39819,0.6799977,-362.77229,0
Test_13,152,FB,164.3051,216.6919,-222.7049,58.3998,52.60833333,21.25833333,-33.00697,0.5869989,-249.69887,0
Test_13,153,FB,112.8804,21.12688,-133.1108,20.2304,33.79166667,15.19166667,0,0.5829989,-21.12688,0
Test_13,154,FB,321.13478,212.1062,-357.9896,36.85482,71.19166667,27.86666667,10.07132,0.6349983,-202.03488,0
Test_13,155,FB,-217.4149,62.50097,247.1804,29.7655,57.45,25.00833333,-7.20635,0.5979987,-69.70732,0
Test_13,156,FB,122.1829,264.0686,-190.0276,67.8447,45.49166667,15.75,-20.64227,0.5839989,-284.71087,0
Test_13,157,FB,187.967,55.50177,-223.60098,35.63398,45.05,20.40833333,-6.909416,0.573999,-62.411186,0
Test_13,158,FB,-144.5138,267.257,137.92605,-6.58775,32.95833333,17.05833333,-10.46143,0.6429982,-277.71843,0
Test_13,159,FB,-166.1193,75.84532,177.6536,11.5343,45.84166667,17.23333333,7.250416,0.5849989,-68.594904,0
Test_13,160,FB,119.0011,230.4618,-214.42656,95.42546,44.2,16.53333333,-8.148257,0.5,-238.610057,0
Test_13,161,FB,-336.8782,62.15015,407.2392,70.361,69.63333333,25.575,5.921587,0.3260022,-56.228563,0
Test_13,162,FB,255.732,314.5464,-340.8365,85.1045,62.49166667,21.58333333,29.30024,0.3700017,-285.24616,0
Test_13,163,FB,77.3426,89.5192,-152.8326,75.49,40.625,11.4,-28.57181,0.5709991,-118.09101,0
Test_13,164,FB,-226.9393,244.2327,261.372,34.4327,48.51666667,20.28333333,8.688615,0.5829989,-235.544085,0
Test_13,165,FB,-133.01591,59.07175,164.2225,31.20659,38.05833333,14.50833333,-35.37473,0.5889989,-94.44648,0
Test_13,166,FB,-313.6727,245.1171,413.9482,100.2755,100.4166667,27.4,-36.4205,0.5639992,-281.5376,0
Test_13,167,FB,0.1375,159.7489,-65.3033,65.1658,22.75833333,0.1,-52.52689,0.5919988,-212.27579,0
Test_13,168,FB,-35.3122,319.8427,104.2822,68.97,24.56666667,5.933333333,-14.73642,0.573999,-334.57912,0
Test_13,169,FB,141.17559,169.2015,-139.72874,-1.44685,30.19166667,14.53333333,-29.50504,0.5289996,-198.70654,0
Test_13,170,FB,315.663,6.618309,-311.9127,-3.7503,56.50833333,25.75,-24.06598,0.5889989,-30.684289,0
Test_13,171,FB,239.7259,230.6699,-245.842,6.1161,40.16666667,18.55833333,-0.9522689,0.5869989,-231.6221689,0
Test_13,172,FB,141.6764,68.14211,-193.9376,52.2612,27.80833333,11.03333333,-11.10044,0.5659992,-79.24255,0
Test_13,173,FB,-237.0053,233.1415,307.75671,70.75141,45.925,15.00833333,-27.34901,0.5819989,-260.49051,0
Test_13,174,FB,-56.652006,94.86439,112.56959,55.917584,18.51666667,6.525,9.408414,0.576999,-85.455976,0
Test_13,175,FB,177.32823,280.3322,-225.0987,47.77047,50.41666667,26.325,-8.674973,0.6279984,-289.007173,0
Test_13,176,FB,-1.2606,57.25589,23.418,22.1574,25.85833333,17.51666667,0,0.5049999,-57.25589,0
Test_13,177,FB,258.6016,262.4145,-332.6515,74.0499,62.96666667,17.50833333,25.65656,0.5,-236.75794,0
Test_13,178,FB,351.4342,27.95819,-382.8517,31.4175,67.88333333,25.48333333,14.74101,0.5969988,-13.21718,0
Test_13,179,FB,-139.8101,232.6552,197.66691,57.85681,33.41666667,12.14166667,0.8942111,0.5369995,-231.7609889,0
Test_13,180,FB,255.31279,116.8404,-375.27927,119.96648,60.975,20.55,25.55798,0.5,-91.28242,0
Test_13,181,FB,-303.09423,339.2812,447.0607,143.96647,67.64166667,21.86666667,-12.19977,0.5849989,-351.48097,0
Test_13,182,FB,-32.9681,290.2624,88.9075,55.9394,15.95833333,4.65,21.39877,0.5719991,-268.86363,0
Test_13,183,FB,84.0753,156.0969,-158.6545,74.5792,27.73333333,8.841666667,35.07436,0.3720016,-121.02254,0
Test_13,184,FB,3.1843,282.5698,-61.1801,57.9958,14.09166667,1.966666667,-32.88229,0.5,-315.45209,0
Test_13,185,FB,-101.99386,86.97334,138.36426,36.3704,33.01666667,11.4,14.56108,0.5,-72.41226,0
Test_13,186,FB,-337.9124,266.8596,442.193,104.2806,52.73333333,18.325,15.22508,0.5,-251.63452,0
Test_13,187,FB,110.651606,158.0381,-157.25904,46.607434,25.075,8.725,0,0.4840002,-158.0381,0
Test_13,188,FB,63.439,332.3829,-111.7929,48.3539,17.23333333,6.866666667,0,0.5,-332.3829,0
Test_13,189,FB,52.1024,144.3667,-93.5684,41.466,13.53333333,4.841666667,38.542,0.5,-105.8247,0
Test_13,190,FB,128.9689,316.147,-223.95634,94.98744,33.575,11.20833333,-10.98127,0.4300009,-327.12827,0
Test_13,191,noFB,283.4308,125.9861,-277.4948,-5.936,41.5,41.5,0,0.345002,-125.9861,0
Test_13,192,noFB,61.4825,329.2823,-121.8142,60.3317,18.625,18.625,0,0.5,-329.2823,0
Test_13,193,noFB,-233.8299,112.1602,245.0498,11.2199,45.51666667,45.51666667,0,0.5,-112.1602,0
Test_13,194,noFB,-111.8744,311.4089,126.93888,15.06448,27.65833333,27.65833333,0,0.4510006,-311.4089,0
Test_13,195,noFB,-69.1584,131.7047,111.0881,41.9297,24.55833333,24.55833333,0,0.4270009,-131.7047,0
Test_13,196,noFB,264.477,307.7145,-289.3359,24.8589,51.38333333,51.38333333,0,0.5909988,-307.7145,0
Test_13,197,noFB,68.876,115.1703,-127.0887,58.2127,26.9,26.9,0,0.574999,-115.1703,0
Test_13,198,noFB,-83.6218,280.0432,122.83734,39.21554,22.41666667,22.41666667,0,0.5,-280.0432,0
Test_13,199,noFB,14.5496,122.5984,-68.0246,53.475,15.475,15.475,0,0.577999,-122.5984,0
Test_13,200,noFB,123.6897,279.9589,-246.78015,123.09045,61.26666667,61.26666667,0,0.577999,-279.9589,0
Test_14,1,noFB,-306.9447,92.04944,305.9035,-1.0412,69.61633333,69.61633333,0,0.5839989,-92.04944,0
Test_14,2,noFB,221.62113,257.4178,-205.00669,-16.61444,41.27558333,41.27558333,0,0.6139985,-257.4178,0
Test_14,3,noFB,26.0608,109.6986,-56.2104,30.1496,31.38308333,31.38308333,0,0.6799977,-109.6986,0
Test_14,4,noFB,252.11339,284.3546,-239.0058,-13.10759,51.83166667,51.83166667,0,0.7139972,-284.3546,0
Test_14,5,noFB,146.832897,132.7125,-169.67033,22.837433,33.69416667,33.69416667,0,0.7229971,-132.7125,0
Test_14,6,noFB,218.66355,300.9705,-210.5241,-8.13945,47.66416667,47.66416667,0,0.7659966,-300.9705,0
Test_14,7,noFB,-318.272,134.3629,363.7119,45.4399,83.86,83.86,0,0.5729991,-134.3629,0
Test_14,8,noFB,-147.8285,346.8186,198.94237,51.11387,35.08,35.08,0,0.6739978,-346.8186,0
Test_14,9,noFB,-151.4919,193.0839,190.6461,39.1542,37.89333333,37.89333333,0,0.6839976,-193.0839,0
Test_14,10,noFB,17.2074,34.32766,-40.0034,22.796,20.50333333,20.50333333,0,0.808996,-34.32766,0
Test_14,11,FB,-225.20618,213.5479,248.14405,22.93787,58.96166667,21.20666667,-29.84384,0.7139972,-243.39174,0
Test_14,12,FB,-102.8167,36.26723,117.4024,14.5857,33.04916667,12.59666667,-24.89986,0.7869963,-61.16709,0
Test_14,13,FB,-15.6416,204.4549,43.4214,27.7798,22.125,8.064166667,0,0.7229971,-204.4549,0
Test_14,14,FB,-322.1997,30.26131,273.471,-48.7287,61.45833333,28.7925,-53.60868,0.6759977,-83.86999,0
Test_14,15,FB,-29.2958,153.978,57.1721,27.8763,27.11916667,8.436666667,-9.105438,0.7149972,-163.083438,0
Test_14,16,FB,-1.9565,331.2603,32.4925,30.536,20.74833333,2.601666667,2.344507,0.7659966,-328.915793,0
Test_14,17,FB,-243.050859,161.6933,266.3841,23.333241,49.33333333,22.31666667,2.612776,0.7289971,-159.080524,0
Test_14,18,FB,260.9864,344.0657,-293.4397,32.4533,80.895,37.02583333,-11.60519,0.6729978,-355.67089,0
Test_14,19,FB,324.7467,141.867,-323.1324,-1.6143,94.945,55.45166667,-1.799214,0.7239971,-143.666214,0
Test_14,20,FB,47.5592,318.3203,-63.5592,16,27.14083333,6.881666667,29.77179,0.6959975,-288.54851,0
Test_14,21,FB,73.7706,180.1115,-21.38,-52.3906,63.02916667,10.92666667,57.07515,0.5059999,-123.03635,0
Test_14,22,FB,24.2508,64.90347,-47.23268,22.98188,34.24833333,13.15,10.47687,0.8729952,-54.4266,0
